
[Name]
Default Domain Default

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ]
3.10340500e+01, -9.25740147e+00, -1.30582947e+02, 8.08646530e-03, 4.34369640e-03, -3.16549116e-03, 3.96792851e-02, 6.60629384e-03, -1.56905558e-02
2.23612080e+01, -1.09057684e+01, -1.23907951e+02, 2.54678279e-02, -1.23389177e-02, -1.09093254e-02, 7.22540319e-02, -3.83637436e-02, -2.47866735e-02
2.22168980e+01, -1.07907772e+01, -1.23844398e+02, 2.76547261e-02, -1.62572246e-02, -9.91343521e-03, 8.39943290e-02, -3.85160074e-02, -3.08305603e-02
3.07974319e+01, -1.56251554e+01, -1.28451767e+02, 2.87354663e-02, -1.55873867e-02, 4.23989433e-04, 8.41930211e-02, -5.25808483e-02, -9.90074687e-03
3.07200432e+01, -1.54658222e+01, -1.28446487e+02, 3.84993888e-02, -1.98778566e-02, -7.06005795e-03, 9.81375575e-02, -5.45698665e-02, -8.23926181e-03
3.12949848e+01, -1.44848757e+01, -1.25896126e+02, 1.15821778e-04, 9.17284563e-03, -5.84869226e-03, 6.58814702e-03, 5.37511669e-02, -4.37334366e-02
3.12054634e+01, -1.45944490e+01, -1.25751480e+02, -5.88681642e-03, 5.78342238e-03, -3.77073442e-03, -4.04322986e-03, 5.71454652e-02, -3.00857257e-02
3.13680801e+01, -1.46533985e+01, -1.25840317e+02, 1.25073269e-03, 7.68883247e-03, -1.20640164e-02, 1.44774308e-02, 4.23314832e-02, -3.50671560e-02
1.67848663e+01, -9.30516434e+00, -1.23232056e+02, 7.84996618e-03, -5.33353956e-03, -1.33636938e-02, 4.37753946e-02, 1.35591207e-03, -9.52637102e-03
3.13029766e+01, -9.68018818e+00, -1.28678543e+02, 2.08696350e-02, -5.43204893e-04, -6.06539194e-03, 4.31704707e-02, 2.34010573e-02, -3.50677893e-02
2.90255680e+01, -1.54405146e+01, -1.25427299e+02, 5.07172057e-03, -2.21815277e-02, -1.69061217e-02, 2.47080307e-02, -6.37780353e-02, -3.81451696e-02
2.89454403e+01, -1.55744619e+01, -1.25540764e+02, 3.90805537e-03, -1.25703858e-02, -1.20078800e-02, 1.46211646e-02, -5.87921217e-02, -4.47352007e-02
2.91243038e+01, -1.55851364e+01, -1.25500145e+02, -6.70820242e-04, -1.35986479e-02, -7.53962807e-03, 2.16056760e-02, -6.42204657e-02, -4.08551805e-02
3.20490990e+01, -6.87491083e+00, -1.29673004e+02, -2.99524143e-03, 1.67274813e-03, -6.63897162e-03, -7.88389612e-03, 2.00497340e-02, -3.69547233e-02
3.19374332e+01, -6.82816982e+00, -1.29771606e+02, -3.58396559e-03, 5.36813634e-03, -4.70662257e-03, -1.18547343e-02, 1.69815421e-02, -3.74109447e-02
3.18841400e+01, -6.89592123e+00, -1.29635681e+02, -5.30775404e-03, 4.80548572e-03, -5.90149825e-03, -9.79641452e-03, 1.76153164e-02, -3.56588699e-02
3.16497669e+01, -8.93715191e+00, -1.28378647e+02, 2.53724474e-02, 1.54973054e-02, -2.22818255e-02, 4.98211794e-02, 2.35579796e-02, -3.97724211e-02
3.17430382e+01, -8.79928493e+00, -1.28396881e+02, 1.45214079e-02, 7.15976174e-04, -1.95302721e-03, 4.20246348e-02, 2.03387439e-02, -3.04319337e-02
2.82636299e+01, -1.27095327e+01, -1.25425560e+02, 2.36015618e-02, -3.82008068e-02, 4.71537560e-03, 6.74846992e-02, -9.14070904e-02, 9.07310564e-03
2.99740257e+01, -1.42460766e+01, -1.28179306e+02, 4.26177587e-03, 9.52096377e-03, 2.21712571e-02, 3.88511196e-02, 4.07664664e-02, 3.60235572e-02
2.98418713e+01, -1.03107414e+01, -1.29110626e+02, 5.17523009e-03, -1.19542121e-03, -6.30613044e-03, 1.75135452e-02, 1.71487425e-02, -2.61316895e-02
2.97587166e+01, -1.02454109e+01, -1.29221802e+02, 5.52482810e-03, 1.58205424e-02, -6.47432054e-04, 2.13318374e-02, 2.51604058e-02, -3.38292867e-02
2.99164524e+01, -1.02407532e+01, -1.29210098e+02, 4.32226527e-03, 8.51418730e-03, -4.25696466e-03, 2.18592826e-02, 2.17747651e-02, -3.18220183e-02
2.80934734e+01, -1.04611635e+01, -1.25813835e+02, 2.27398947e-02, 3.73731703e-02, -1.05621172e-02, 7.09302798e-02, 9.57178995e-02, -3.25928703e-02
3.04645424e+01, -7.56666803e+00, -1.28584686e+02, 3.29168426e-04, 5.37666352e-03, -1.14183025e-02, -1.13553298e-03, 2.24639643e-02, -4.16088812e-02
2.80116692e+01, -1.15423727e+01, -1.26045143e+02, -1.35618113e-02, -7.48904841e-03, -1.43197505e-02, 1.40451659e-02, -3.92932892e-02, -3.70579474e-02
2.19066315e+01, -8.99944401e+00, -1.26171043e+02, 2.60198256e-03, 3.55391717e-03, -1.53230492e-03, -4.51577678e-02, -8.48817825e-03, -1.43971713e-02
2.17189713e+01, -9.01139259e+00, -1.26186707e+02, -3.46060935e-03, 5.52510284e-03, -2.04031053e-03, -2.29145251e-02, -6.62596943e-03, -1.15196453e-02
1.91143856e+01, -9.85006809e+00, -1.23402771e+02, 3.31036816e-03, -2.81992299e-03, -3.27336555e-03, 1.45482868e-02, -1.38688469e-02, 8.98430881e-04
1.92097073e+01, -9.67451096e+00, -1.23466370e+02, 1.10088978e-02, -4.22423333e-03, 2.84324400e-03, 1.80444065e-02, -1.65830292e-02, 3.25893541e-03
1.89695358e+01, -9.68296623e+00, -1.23430702e+02, 3.21966712e-03, 1.27035647e-03, 1.23664904e-02, 2.66309641e-02, -1.10603487e-02, 2.51874735e-04
3.08690681e+01, -1.64187775e+01, -1.28146973e+02, 1.46904532e-02, -9.92741063e-03, -6.92878570e-03, 4.14907373e-02, -2.21019182e-02, -1.15437191e-02
2.20920105e+01, -8.80138111e+00, -1.25498901e+02, 3.40737519e-03, 9.01750848e-03, -2.58331629e-03, -4.94066179e-02, -7.79742491e-04, -2.24234480e-02
3.06711121e+01, -9.01259422e+00, -1.27559135e+02, 2.15972718e-02, 1.37705877e-02, -1.80167966e-02, 4.70817275e-02, 3.83100733e-02, -3.90045270e-02
3.07899017e+01, -9.12199593e+00, -1.27643311e+02, 1.00833410e-02, 7.14078126e-03, -8.71768780e-03, 4.17055562e-02, 3.06684338e-02, -3.07971705e-02
2.85724983e+01, -1.11427736e+01, -1.26969833e+02, 3.19001637e-02, 1.18447924e-02, -2.44057104e-02, 7.79730380e-02, 3.49890068e-02, -5.48603274e-02
2.85523663e+01, -1.11845360e+01, -1.27130928e+02, 3.24085578e-02, 8.26096348e-03, -2.15985179e-02, 6.26692101e-02, 2.60153692e-02, -4.62118946e-02
2.14464207e+01, -1.03518667e+01, -1.27084671e+02, -1.87645748e-03, -8.13271385e-03, -8.88497010e-03, 2.58539394e-02, -2.33682375e-02, -1.52821187e-03
3.41044655e+01, -8.38634109e+00, -1.31221146e+02, 1.21411523e-02, -2.21692212e-03, -2.38441257e-03, 9.25203040e-03, -2.86935992e-03, -3.09618227e-02
3.40401611e+01, -8.45405483e+00, -1.31365280e+02, 1.29642338e-02, -3.33578791e-03, -9.95951239e-03, 1.73878912e-02, 3.72333289e-03, -4.75050807e-02
3.41693993e+01, -8.37742519e+00, -1.31376465e+02, 3.92591767e-03, -1.29533163e-03, -5.05523849e-03, 1.03663048e-02, -1.04366825e-03, -3.47277336e-02
2.99771690e+01, -7.98002577e+00, -1.27947227e+02, 1.12430751e-03, 1.31585449e-02, -1.48911625e-02, -2.23988714e-03, 3.20930220e-02, -4.71667945e-02
3.17941856e+01, -1.52784586e+01, -1.25921471e+02, 3.48098427e-02, -2.18604542e-02, -8.90580751e-03, 9.66734141e-02, -5.86078502e-02, -4.31295410e-02
1.85874290e+01, -8.51427460e+00, -1.25369286e+02, -4.07056743e-03, 6.46782387e-03, 2.26525008e-03, 7.20462482e-03, 1.63417729e-03, 6.62538968e-03
3.10332508e+01, -1.45635262e+01, -1.25662354e+02, -1.19158318e-02, 5.49612753e-03, -5.28042717e-03, -3.45910527e-02, 6.39950186e-02, -1.74036473e-02
3.11058140e+01, -1.44098577e+01, -1.25814064e+02, -1.63629148e-02, 1.24988575e-02, -8.13848153e-03, -2.56738309e-02, 6.42540306e-02, -3.65176275e-02
3.00484333e+01, -9.27367687e+00, -1.27047386e+02, 1.32658938e-02, 1.61680169e-02, -9.90176015e-03, 4.71747294e-02, 5.33271730e-02, -4.10257727e-02
2.99237556e+01, -9.14409828e+00, -1.26972122e+02, 1.98578276e-02, 1.85724106e-02, -4.96296911e-03, 4.22166213e-02, 5.61035387e-02, -4.26906981e-02
2.99344826e+01, -9.34051704e+00, -1.26959114e+02, 2.82419082e-02, 2.67702490e-02, -1.50827998e-02, 5.03587984e-02, 5.60610220e-02, -4.60430123e-02
3.20217590e+01, -9.42438507e+00, -1.29659592e+02, 6.54612528e-03, 4.30606445e-03, -6.93463581e-03, 1.82480812e-02, 7.56093580e-03, -5.00965156e-02
3.20820808e+01, -9.36767578e+00, -1.29515518e+02, 9.73633397e-03, 3.62718175e-03, -8.80435109e-03, 9.74429864e-03, 2.68491171e-03, -3.34615409e-02
3.19438686e+01, -9.46293354e+00, -1.29511520e+02, -2.10376619e-03, 1.00265043e-02, -6.32391730e-03, 9.85131413e-03, 2.71049654e-03, -3.64905559e-02
3.12801418e+01, -9.75913239e+00, -1.29582092e+02, 6.98411325e-03, 9.55636520e-03, -6.00513211e-03, 4.67651933e-02, 3.70942019e-02, -3.64059471e-02
3.24071465e+01, -7.09005070e+00, -1.29464706e+02, 6.16027368e-03, 1.05190221e-02, -5.52788796e-03, 5.79316122e-03, 2.47877650e-02, -3.04826368e-02
3.01045094e+01, -7.65738153e+00, -1.29938461e+02, 7.22361915e-03, 1.38424104e-02, -4.65342961e-03, 3.28572490e-03, -6.85813604e-03, -2.20623929e-02
2.99546585e+01, -7.76122618e+00, -1.29891068e+02, 1.14818560e-02, -1.10155728e-03, 1.75219157e-03, -1.78776914e-03, -5.15036285e-03, -8.57243966e-03
3.00193844e+01, -7.66920233e+00, -1.29766708e+02, 7.50494748e-03, 9.82194208e-04, -5.43186581e-03, -1.96060864e-03, -7.74723850e-03, -2.27418002e-02
3.01571426e+01, -7.57386160e+00, -1.29790909e+02, -4.31375671e-03, 1.11105656e-02, -1.70485452e-02, -9.46495275e-04, -1.19418809e-02, -4.13959399e-02
2.75640793e+01, -1.11166553e+01, -1.28052444e+02, 4.01775390e-02, 2.47637741e-02, -3.03784907e-02, 9.52317417e-02, 8.46682787e-02, -6.52862117e-02
3.25498848e+01, -8.25070286e+00, -1.32204178e+02, 9.91647411e-03, 7.64714554e-03, -6.38507959e-03, 1.34073319e-02, -6.67246873e-04, -4.05431120e-03
3.25919571e+01, -8.37312317e+00, -1.32102036e+02, 7.40609923e-03, 8.36444180e-03, -1.40616833e-03, 6.81215525e-03, -3.81423649e-03, 1.95099530e-03
1.71363544e+01, -1.06730022e+01, -1.26534889e+02, 2.59711817e-02, 5.29958727e-03, 1.39531679e-02, 6.56353608e-02, -2.09781341e-03, -7.57427304e-04
1.94207516e+01, -9.06722927e+00, -1.23842079e+02, 6.08601561e-03, 2.27787322e-03, 5.63767180e-03, 2.26409268e-02, -1.29509773e-02, 8.45072884e-03
2.41131096e+01, -1.06013336e+01, -1.24170105e+02, 4.14179126e-03, -2.71620019e-03, 3.48915439e-03, 5.35307452e-03, -2.28744913e-02, 2.49461364e-03
2.42686138e+01, -1.07570200e+01, -1.24189346e+02, 1.68668106e-03, -9.07227688e-04, 1.26892999e-02, 4.99016279e-03, -2.04306934e-02, 6.54483039e-04
2.21234226e+01, -1.14285145e+01, -1.26696320e+02, 8.55416246e-03, -9.04488843e-03, -5.81719354e-03, 4.70657386e-02, -1.68299638e-02, 2.43330351e-03
2.64089203e+01, -1.20705175e+01, -1.24715073e+02, -2.29084678e-02, -1.51238991e-02, 1.76346637e-02, -7.80194998e-02, -7.44969472e-02, 2.03181803e-02
2.65457878e+01, -1.19032011e+01, -1.24767342e+02, -2.96894461e-02, -1.91534813e-02, 9.33221914e-03, -7.72830993e-02, -7.53950030e-02, 3.17675807e-02
2.63439751e+01, -1.18234653e+01, -1.24742805e+02, -2.44308431e-02, -2.67016049e-02, 1.35813924e-02, -7.27684870e-02, -8.27018693e-02, 2.41381340e-02
3.28717804e+01, -1.53842659e+01, -1.26539703e+02, 6.93422509e-03, -5.18508954e-03, -8.25387612e-03, 4.05725278e-02, -1.16411746e-02, -2.02139802e-02
2.22270336e+01, -8.89803219e+00, -1.24832001e+02, -2.31750426e-03, 5.61787095e-03, 6.22719061e-04, -2.44990159e-02, 9.77603812e-03, -1.98719017e-02
1.66157227e+01, -1.15659847e+01, -1.24315620e+02, 3.10191419e-02, 2.99385935e-03, -1.37222314e-03, 7.28641748e-02, 7.30559323e-03, -4.62533347e-03
3.31235619e+01, -8.87430382e+00, -1.30370453e+02, 4.09222115e-03, 7.22877565e-04, -5.88849653e-03, 1.33914370e-02, 3.66849854e-04, -3.72133665e-02
2.79466820e+01, -8.52586269e+00, -1.27942215e+02, 2.64644460e-03, 2.04705540e-03, -2.16694968e-03, -2.85237879e-02, -1.59670822e-02, 1.31763164e-02
2.84040012e+01, -9.11739922e+00, -1.26286278e+02, -5.76142501e-03, 1.43278399e-02, -2.14725118e-02, 1.22078508e-03, 5.83758913e-02, -5.41981608e-02
2.47226715e+01, -9.56128502e+00, -1.25204445e+02, 4.98851463e-02, 7.79416703e-04, -8.20869021e-03, 8.97353813e-02, -2.39873566e-02, -2.73064692e-02
2.45819130e+01, -9.56851864e+00, -1.25051094e+02, 2.77496930e-02, -7.80173531e-03, -4.96011879e-03, 9.27905515e-02, -3.02905254e-02, -2.65479926e-02
2.13327579e+01, -1.15007019e+01, -1.24146271e+02, 8.92306864e-03, -4.77235205e-03, -2.43780832e-03, 3.53179276e-02, -2.06907745e-02, -2.92057339e-02
2.01703987e+01, -1.10415163e+01, -1.23669220e+02, 6.44987589e-03, -3.91446782e-04, -2.00413913e-03, -2.55264342e-02, -8.50275625e-03, -4.81893355e-03
3.22956772e+01, -9.07544994e+00, -1.29147919e+02, 5.19451313e-03, -5.11093717e-03, 1.03385793e-03, -3.65773565e-03, -1.93778686e-02, -1.92000773e-02
2.79026241e+01, -1.02492743e+01, -1.25703690e+02, 2.18075570e-02, 3.82106565e-02, -8.04847106e-03, 5.52663691e-02, 9.51540098e-02, -3.43348123e-02
2.83533459e+01, -1.02522564e+01, -1.28956604e+02, 5.41171641e-04, 4.75561898e-03, -3.29624652e-03, 2.46709902e-02, 2.86060702e-02, -2.86341552e-02
2.82298431e+01, -1.13797512e+01, -1.26715996e+02, 2.58471891e-02, 4.17419896e-02, -2.60588471e-02, 9.15213227e-02, 9.30382088e-02, -8.49803165e-02
2.97219849e+01, -8.16888428e+00, -1.27645012e+02, -4.37034108e-03, 8.36389512e-03, -1.51836369e-02, -4.50837659e-03, 2.96970084e-02, -4.26087379e-02
2.83822441e+01, -1.39361944e+01, -1.27932106e+02, 1.56644243e-03, 1.06647182e-02, -8.10813718e-03, 4.74017486e-02, -3.34607214e-02, -1.80225037e-02
2.67480507e+01, -9.09385681e+00, -1.26977211e+02, 3.78401414e-03, 2.44347957e-05, -5.28350752e-03, -2.49254350e-02, -1.60828400e-02, -3.43635790e-02
1.70324936e+01, -8.47763252e+00, -1.24496132e+02, 1.57518741e-02, -2.39366456e-03, -2.81913904e-03, 5.93507849e-02, -2.56907125e-03, -9.93138552e-03
1.82018394e+01, -1.00064039e+01, -1.23282021e+02, 1.95275415e-02, -6.53292378e-03, 6.28816057e-03, 5.95207997e-02, -1.36704175e-02, -8.93682986e-03
1.80152607e+01, -9.95709801e+00, -1.23252914e+02, 3.57885435e-02, 1.02105725e-03, 1.15212109e-02, 7.91018903e-02, -8.63134209e-03, -1.50377313e-02
1.80578899e+01, -1.01952028e+01, -1.23266571e+02, 3.54806595e-02, -1.09688956e-02, 1.04922708e-02, 7.69405290e-02, -1.11132525e-02, -1.53217148e-02
2.81409473e+01, -1.13843441e+01, -1.26327927e+02, 1.36723192e-02, 3.38205658e-02, -3.07285991e-02, 4.95971441e-02, 5.16997986e-02, -7.97403529e-02
2.85459023e+01, -9.31189156e+00, -1.26193550e+02, -4.24740370e-03, 1.36933979e-02, -1.34495236e-02, 1.25128366e-02, 6.13652430e-02, -4.07463312e-02
2.82706375e+01, -1.43010321e+01, -1.28012131e+02, 9.63198487e-03, -1.91178743e-03, 1.22505566e-02, 4.67585176e-02, -2.34064031e-02, -1.61884837e-02
2.82808228e+01, -1.41050463e+01, -1.27971863e+02, 5.84753510e-03, -1.87745644e-03, 2.85029341e-03, 5.02436385e-02, -3.11476253e-02, -1.50916837e-02
1.60733280e+01, -1.07293100e+01, -1.23091377e+02, -7.53701339e-03, -4.44871234e-03, 4.68508573e-03, -1.31839598e-02, -2.95113213e-03, -1.27048581e-03
3.15422363e+01, -1.53388214e+01, -1.25763138e+02, 2.90254857e-02, -2.14810874e-02, -2.00638995e-02, 8.55084285e-02, -5.32006100e-02, -4.71969619e-02
2.73768139e+01, -1.14866371e+01, -1.27790382e+02, 1.77121125e-02, 3.18789668e-02, -1.34476554e-02, 8.53262693e-02, 8.97707418e-02, -2.96770800e-02
2.65825062e+01, -1.10261106e+01, -1.28119537e+02, 5.76685462e-03, 2.52426825e-02, -6.61746226e-03, 2.05674265e-02, 9.69494209e-02, -3.13148350e-02
2.66491280e+01, -1.11905956e+01, -1.28068527e+02, 5.81453973e-03, 3.15331593e-02, -1.45797953e-02, 2.17406861e-02, 8.77119005e-02, -3.38405482e-02
2.64698944e+01, -1.11584978e+01, -1.28070236e+02, -1.78493850e-03, 2.59868316e-02, -4.20597242e-03, 1.58323236e-02, 8.86416212e-02, -2.74770688e-02
3.04079533e+01, -9.78801727e+00, -1.29859436e+02, 3.15444334e-03, -1.07693646e-04, -6.93007326e-03, 1.96271464e-02, 1.83296259e-02, -2.49444619e-02
3.02392349e+01, -9.76707935e+00, -1.29870132e+02, 7.32697919e-03, 6.70018513e-03, -7.84738455e-03, 2.10891683e-02, 1.98548324e-02, -2.62606293e-02
3.31282539e+01, -6.15185070e+00, -1.32011337e+02, 2.55967258e-03, 4.41134721e-03, -6.52855402e-03, 5.70510128e-05, -1.47074473e-03, -3.30379196e-02
3.01187706e+01, -1.60200119e+01, -1.28101196e+02, 1.79110412e-02, -1.21423686e-02, 5.87015180e-03, 6.81872293e-02, -5.28033935e-02, 1.34263961e-02
3.01670341e+01, -1.58548031e+01, -1.28226456e+02, 2.69442331e-02, -1.07720867e-02, 1.38353882e-02, 7.33911470e-02, -5.77171706e-02, 1.08938627e-02
3.01059399e+01, -1.04481421e+01, -1.28437393e+02, 1.01994518e-02, 1.93150993e-02, -1.20020872e-02, 3.56570333e-02, 2.37043556e-02, -4.01508361e-02
3.13858337e+01, -9.30226231e+00, -1.30560318e+02, 6.66448660e-03, 1.54310185e-03, -6.85445545e-03, 3.57849188e-02, 1.96773540e-02, -3.22867893e-02
2.96704350e+01, -1.00985126e+01, -1.26827271e+02, 2.93882983e-03, 1.78728823e-03, -9.61113838e-04, 3.02290395e-02, 1.86452642e-02, -2.05828343e-02
2.97540894e+01, -1.01556263e+01, -1.26970779e+02, 5.91633003e-03, 5.69682615e-03, -1.19169345e-02, 3.67036164e-02, 2.13694368e-02, -2.89195795e-02
2.05047073e+01, -1.05186119e+01, -1.26970657e+02, 1.25862705e-02, -5.98552218e-03, 2.86720786e-03, 4.58452329e-02, -2.11354718e-02, 2.69559445e-03
1.74093437e+01, -1.02690039e+01, -1.26655373e+02, 1.85798034e-02, -4.42385720e-03, -1.10448264e-02, 6.06738515e-02, -4.41783760e-03, -3.23345489e-03
3.05904999e+01, -1.00298414e+01, -1.29410172e+02, 6.15893805e-04, 1.74946729e-02, -1.40702713e-03, 2.61011831e-02, 2.40057856e-02, -3.70962396e-02
3.05500164e+01, -9.96616268e+00, -1.29556946e+02, 3.18371179e-03, 8.26906879e-03, -6.23760326e-03, 2.88044438e-02, 2.63792351e-02, -3.89039591e-02
1.68258400e+01, -8.46262550e+00, -1.24489151e+02, 2.80284192e-02, -2.56098341e-03, -5.40390238e-03, 7.26055279e-02, -6.82677003e-03, -1.16420081e-02
3.00166111e+01, -8.50414467e+00, -1.30451935e+02, 1.00796791e-02, 3.71450349e-03, -7.03254621e-03, -1.59013048e-02, -1.32492948e-02, 1.28057124e-02
2.91677570e+01, -8.01941681e+00, -1.28101196e+02, -3.75482254e-03, 5.32701903e-04, -6.01892918e-03, -1.45620722e-02, 8.26617889e-03, -4.46992703e-02
2.92981071e+01, -7.97262907e+00, -1.28175156e+02, -5.50844823e-04, 8.70466419e-03, -2.15792507e-02, -1.52140940e-02, 1.00886440e-02, -4.69449461e-02
2.59944458e+01, -1.41138859e+01, -1.26537178e+02, 7.05422834e-04, -2.23116647e-03, 1.52632333e-02, -8.91586114e-03, -6.46595517e-03, 5.86690754e-02
2.01618900e+01, -9.27802944e+00, -1.26580040e+02, 5.65218739e-03, 8.68043397e-04, -2.40564370e-03, 3.10666393e-02, -4.46843170e-03, -3.41166346e-03
2.02721348e+01, -9.15308380e+00, -1.26441795e+02, 6.66651502e-03, -6.44195126e-04, -1.97817734e-03, 3.78768407e-02, -7.50704017e-03, -6.65737316e-03
2.03865376e+01, -9.28225517e+00, -1.26570732e+02, 1.20999562e-02, 1.74576370e-03, -3.91288893e-03, 3.96708027e-02, -6.52202405e-03, -4.88892943e-03
2.03839722e+01, -1.05795345e+01, -1.23495796e+02, 7.53398053e-03, -1.77562714e-03, -7.23839737e-03, -1.44596212e-02, -1.66101512e-02, -2.40966841e-03
1.99890728e+01, -1.18674774e+01, -1.24951691e+02, 5.15513401e-03, -8.96991882e-03, -5.69705793e-04, 3.04664243e-02, -1.00032461e-03, -1.52821944e-03
1.83204269e+01, -9.85682774e+00, -1.23308907e+02, 1.35651473e-02, -7.06426101e-03, -8.05947650e-03, 5.51530309e-02, -1.29405353e-02, -6.69746567e-03
1.81581287e+01, -9.85435581e+00, -1.23283730e+02, 1.90645233e-02, -4.05651005e-03, -8.55826889e-04, 6.51858598e-02, -1.09300809e-02, -9.32288822e-03
3.07432137e+01, -1.01238775e+01, -1.28909393e+02, 3.69900023e-03, 3.22155608e-03, -2.36758753e-03, 2.38244850e-02, 1.96826104e-02, -2.97289863e-02
2.97854366e+01, -1.35417051e+01, -1.26106239e+02, 1.41125498e-02, -2.53614644e-03, 3.40609159e-03, -1.77054890e-02, -3.71773541e-03, 2.51737963e-02
2.38586540e+01, -9.86659241e+00, -1.24381210e+02, 8.63344688e-03, -7.05836061e-03, -4.00774553e-03, 3.11402939e-02, -1.67180635e-02, -1.94103515e-03
2.34485970e+01, -9.98561287e+00, -1.27079712e+02, 2.31442135e-02, -2.35611293e-02, 1.63029297e-03, 5.62449172e-02, -4.73722070e-02, -2.34172922e-02
2.68986073e+01, -1.10757732e+01, -1.25067619e+02, -1.05888573e-02, 3.22918850e-03, 6.59827795e-03, -9.32693034e-02, 1.40914377e-02, 3.87879051e-02
2.39670086e+01, -1.16710644e+01, -1.27282295e+02, -1.22721344e-02, -3.28309112e-03, -1.93985291e-02, -3.51874605e-02, 1.91384275e-02, 7.13692838e-03
2.52570057e+01, -1.06637583e+01, -1.27707695e+02, 3.99573147e-03, 7.17645278e-03, 2.74500647e-03, -4.23907302e-02, 3.79176699e-02, 2.28995048e-02
2.51441193e+01, -1.05306015e+01, -1.27634720e+02, 1.18839424e-02, -4.90357168e-03, 6.00246899e-03, -3.10572367e-02, 2.10729316e-02, 1.60581600e-02
2.53226547e+01, -1.04958944e+01, -1.27672714e+02, 4.73124394e-03, 8.54174420e-03, -8.91389151e-04, -3.33396457e-02, 3.24425921e-02, 2.31441315e-02
2.60200615e+01, -1.31019716e+01, -1.27595024e+02, -5.37194265e-03, -2.67579891e-02, 1.94879863e-02, -1.97865758e-02, -8.48089308e-02, 4.20275144e-02
2.93149872e+01, -1.01454067e+01, -1.29340332e+02, -5.38094249e-03, -2.83952011e-03, -3.86144244e-03, 3.16964253e-03, 1.70863047e-02, -2.00713929e-02
2.44645138e+01, -1.06873665e+01, -1.24254654e+02, -1.73784839e-03, -8.97658349e-04, 6.94642821e-03, 1.52996872e-02, -1.81972571e-02, -2.55954894e-03
3.13437881e+01, -8.74484730e+00, -1.31214844e+02, 9.83302388e-03, 6.13294030e-03, -4.57193656e-03, 3.16355028e-03, -1.18996156e-02, 8.60899221e-03
3.14978561e+01, -8.74926376e+00, -1.31304626e+02, 2.73054233e-03, 2.58295797e-03, -3.78693570e-03, -3.00689228e-03, -1.33753149e-02, 1.28694465e-02
2.97061501e+01, -9.73497581e+00, -1.29801254e+02, 8.46306700e-03, 1.18877478e-02, -1.19579909e-02, 1.71751045e-02, 2.77013201e-02, -2.85627004e-02
2.87499714e+01, -1.03732567e+01, -1.26231583e+02, 1.67489313e-02, 1.44324144e-02, -6.86566019e-03, 6.15534522e-02, 5.21254726e-02, -2.86375582e-02
2.88684959e+01, -1.04000435e+01, -1.26358444e+02, 3.58007960e-02, 2.01744027e-02, -1.57762747e-02, 7.28451461e-02, 5.16584739e-02, -3.57369818e-02
3.25525780e+01, -6.64370441e+00, -1.32161331e+02, 1.00717712e-02, 4.99553280e-04, -1.75218228e-02, 2.11171880e-02, -1.57998707e-02, -5.87939322e-02
3.18357468e+01, -6.78269434e+00, -1.29875732e+02, -6.19772123e-03, 6.82397978e-03, -3.15259490e-03, -1.53284129e-02, 1.25143509e-02, -3.49547975e-02
3.13056870e+01, -9.21581650e+00, -1.30687866e+02, 1.78723969e-03, -1.10120070e-03, -5.48409717e-03, 3.68735343e-02, 9.43833496e-03, -1.97978895e-02
1.69090137e+01, -1.00072546e+01, -1.22997589e+02, 1.34002473e-02, -4.29676031e-04, 1.14694834e-02, 2.72239167e-02, -5.74269099e-03, -3.53276171e-03
1.67448559e+01, -9.05640984e+00, -1.26269768e+02, 2.49349941e-02, -1.90341112e-03, 7.42202625e-03, 6.12144656e-02, 1.49573269e-03, 1.51587534e-04
1.67863960e+01, -9.23148537e+00, -1.26401009e+02, 2.86349896e-02, -7.53606204e-03, 1.17356516e-02, 6.15275577e-02, -1.85766397e-03, -1.19345402e-03
2.82882843e+01, -8.42322445e+00, -1.27389816e+02, 3.35753965e-03, -1.30258268e-03, -6.84540439e-03, -2.23123506e-02, 7.89433625e-03, -4.23768088e-02
2.81469898e+01, -8.46277428e+00, -1.27350594e+02, -9.22100560e-04, 2.00860924e-03, 3.92642571e-04, -2.48313230e-02, 2.56543467e-03, -3.23322974e-02
2.82507572e+01, -8.47371387e+00, -1.27261314e+02, -4.88046464e-03, -8.95100355e-04, -8.50509014e-03, -2.54957452e-02, 9.72717069e-03, -3.99930850e-02
1.78809643e+01, -8.67467213e+00, -1.24125343e+02, 9.88069922e-03, 7.15063279e-03, 1.99400680e-03, 4.14093509e-02, 4.47912782e-04, -8.63339566e-03
2.30211067e+01, -8.97174835e+00, -1.25673233e+02, 2.47429237e-02, -1.13826739e-02, -1.04236566e-02, 6.73277527e-02, -2.49002893e-02, -3.84516381e-02
2.29475346e+01, -8.98852825e+00, -1.25850029e+02, 1.03377467e-02, -1.56697053e-02, -9.60844569e-03, 5.44205830e-02, -2.34450679e-02, -4.03406173e-02
3.21561165e+01, -1.49020681e+01, -1.26366570e+02, 2.51304414e-02, -1.02804843e-02, -1.05623640e-02, 7.23763630e-02, -3.37593853e-02, -4.32132557e-02
